Array count,Array size,Sorter,Time
90,192,own sorting network,34222444900
90,192,openmp sorting network,16333700
90,192,sequential sorting network,16677100
90,192,std::sort,6493000
100,192,own sorting network,42009141500
100,192,openmp sorting network,19874100
100,192,sequential sorting network,20381200
100,192,std::sort,7895000
10,200,own sorting network,869611300
10,200,openmp sorting network,415200
10,200,sequential sorting network,433300
10,200,std::sort,165700
20,200,own sorting network,2575638900
20,200,openmp sorting network,1218800
20,200,sequential sorting network,1244000
20,200,std::sort,472900
30,200,own sorting network,5017716800
30,200,openmp sorting network,2384900
30,200,sequential sorting network,2401200
30,200,std::sort,925100
40,200,own sorting network,8173501500
40,200,openmp sorting network,3983400
40,200,sequential sorting network,3900000
40,200,std::sort,1510700
50,200,own sorting network,12180160800
50,200,openmp sorting network,6014300
50,200,sequential sorting network,5967700
50,200,std::sort,2322900
60,200,own sorting network,17320599800
60,200,openmp sorting network,8280600
60,200,sequential sorting network,8284400
60,200,std::sort,3226100
70,200,own sorting network,22865479500
70,200,openmp sorting network,10923100
70,200,sequential sorting network,10962100
70,200,std::sort,4286600
80,200,own sorting network,29256874100
80,200,openmp sorting network,13931600
80,200,sequential sorting network,14073900
80,200,std::sort,5513700
90,200,own sorting network,36586502900
90,200,openmp sorting network,17440700
90,200,sequential sorting network,17638200
90,200,std::sort,6910200
100,200,own sorting network,44670136100
100,200,openmp sorting network,21145100
100,200,sequential sorting network,21358200
100,200,std::sort,8378100
10,208,own sorting network,809007700
10,208,openmp sorting network,395800
10,208,sequential sorting network,385400
10,208,std::sort,155600
20,208,own sorting network,2433163100
20,208,openmp sorting network,1199000
20,208,sequential sorting network,1191600
20,208,std::sort,463400
30,208,own sorting network,4916342900
30,208,openmp sorting network,2394200
30,208,sequential sorting network,2394100
30,208,std::sort,947500
40,208,own sorting network,8203073900
40,208,openmp sorting network,3975000
40,208,sequential sorting network,3929500
40,208,std::sort,1567500
50,208,own sorting network,12370155000
50,208,openmp sorting network,5959300
50,208,sequential sorting network,5906000
50,208,std::sort,2359700
60,208,own sorting network,17998121900
60,208,openmp sorting network,8255700
60,208,sequential sorting network,8224900
60,208,std::sort,3331300
70,208,own sorting network,23753429500
70,208,openmp sorting network,10878000
70,208,sequential sorting network,10918900
70,208,std::sort,4391300
80,208,own sorting network,30316050200
80,208,openmp sorting network,14339100
80,208,sequential sorting network,14331400
80,208,std::sort,5722100
90,208,own sorting network,38215374000
90,208,openmp sorting network,17790500
90,208,sequential sorting network,17836500
90,208,std::sort,7100300
100,208,own sorting network,46562936700
100,208,openmp sorting network,21867100
100,208,sequential sorting network,21915600
100,208,std::sort,8813900
10,216,own sorting network,897691600
10,216,openmp sorting network,410200
10,216,sequential sorting network,401900
10,216,std::sort,168700
20,216,own sorting network,2581021500
20,216,openmp sorting network,1216700
20,216,sequential sorting network,1209700
20,216,std::sort,491100
30,216,own sorting network,5065869400
30,216,openmp sorting network,2419300
30,216,sequential sorting network,2543500
30,216,std::sort,981000
40,216,own sorting network,8494374600
40,216,openmp sorting network,4082100
40,216,sequential sorting network,4181200
40,216,std::sort,1642500
50,216,own sorting network,12969602900
50,216,openmp sorting network,6269400
50,216,sequential sorting network,6385400
50,216,std::sort,2513200
60,216,own sorting network,18303061200
60,216,openmp sorting network,8781200
60,216,sequential sorting network,8869800
60,216,std::sort,3508500
70,216,own sorting network,24445762300
70,216,openmp sorting network,11690500
70,216,sequential sorting network,11749600
70,216,std::sort,4661700
80,216,own sorting network,31426038000
80,216,openmp sorting network,14962800
80,216,sequential sorting network,15141200
80,216,std::sort,5988400
90,216,own sorting network,39369770800
90,216,openmp sorting network,18749000
90,216,sequential sorting network,18851500
90,216,std::sort,7476500
100,216,own sorting network,48504742100
100,216,openmp sorting network,22962900
100,216,sequential sorting network,23175400
100,216,std::sort,9170000
10,224,own sorting network,910340200
10,224,openmp sorting network,426300
10,224,sequential sorting network,438200
10,224,std::sort,176400
20,224,own sorting network,2743899800
20,224,openmp sorting network,1280900
20,224,sequential sorting network,1331600
20,224,std::sort,530000
30,224,own sorting network,5461052300
30,224,openmp sorting network,2583400
30,224,sequential sorting network,2642700
30,224,std::sort,1042700
40,224,own sorting network,9025710500
40,224,openmp sorting network,4248300
40,224,sequential sorting network,4341800
40,224,std::sort,1719200
50,224,own sorting network,13433643800
50,224,openmp sorting network,6388800
50,224,sequential sorting network,6419500
50,224,std::sort,2558800
60,224,own sorting network,18763114500
60,224,openmp sorting network,8996700
60,224,sequential sorting network,9082400
60,224,std::sort,3618200
70,224,own sorting network,24979431900
70,224,openmp sorting network,11926600
70,224,sequential sorting network,12012900
70,224,std::sort,4789900
80,224,own sorting network,32142263500
80,224,openmp sorting network,15406000
80,224,sequential sorting network,15368400
80,224,std::sort,6128200
90,224,own sorting network,40067396400
90,224,openmp sorting network,19027700
90,224,sequential sorting network,19057600
90,224,std::sort,7627200
100,224,own sorting network,48762905700
100,224,openmp sorting network,23314200
100,224,sequential sorting network,23394000
100,224,std::sort,9351900
10,232,own sorting network,899529300
10,232,openmp sorting network,433300
10,232,sequential sorting network,447500
10,232,std::sort,176500
20,232,own sorting network,2741822900
20,232,openmp sorting network,1313100
20,232,sequential sorting network,1341100
20,232,std::sort,532100
30,232,own sorting network,5441170000
30,232,openmp sorting network,2575700
30,232,sequential sorting network,2612200
30,232,std::sort,1037000
40,232,own sorting network,9015937000
40,232,openmp sorting network,4310800
40,232,sequential sorting network,4363300
40,232,std::sort,1739600
50,232,own sorting network,13441507600
50,232,openmp sorting network,6413300
50,232,sequential sorting network,6488400
50,232,std::sort,2590000
60,232,own sorting network,18979947700
60,232,openmp sorting network,8995800
60,232,sequential sorting network,9145900
60,232,std::sort,3633700
70,232,own sorting network,25395421200
70,232,openmp sorting network,12069700
70,232,sequential sorting network,12229700
70,232,std::sort,4859000
80,232,own sorting network,32851245900
80,232,openmp sorting network,15799800
80,232,sequential sorting network,15935900
80,232,std::sort,6323500
90,232,own sorting network,41244083000
90,232,openmp sorting network,19905900
90,232,sequential sorting network,20036800
90,232,std::sort,7939600
100,232,own sorting network,50859601800
100,232,openmp sorting network,24347000
100,232,sequential sorting network,24538600
100,232,std::sort,9722300
10,240,own sorting network,989466100
10,240,openmp sorting network,479200
10,240,sequential sorting network,482100
10,240,std::sort,193100
20,240,own sorting network,2997997900
20,240,openmp sorting network,1421700
20,240,sequential sorting network,1428100
20,240,std::sort,564400
30,240,own sorting network,5879082500
30,240,openmp sorting network,2812700
30,240,sequential sorting network,2822300
30,240,std::sort,1129300
40,240,own sorting network,9800507100
40,240,openmp sorting network,4718500
40,240,sequential sorting network,4745300
40,240,std::sort,1885800
50,240,own sorting network,14496997600
50,240,openmp sorting network,7085600
50,240,sequential sorting network,7142600
50,240,std::sort,2817400
60,240,own sorting network,20390268900
60,240,openmp sorting network,10125300
60,240,sequential sorting network,10195100
60,240,std::sort,4055200
70,240,own sorting network,28153809400
70,240,openmp sorting network,13687400
70,240,sequential sorting network,13765800
70,240,std::sort,5459200
80,240,own sorting network,36408414900
80,240,openmp sorting network,17327000
80,240,sequential sorting network,17388600
80,240,std::sort,6917600
90,240,own sorting network,44980829500
90,240,openmp sorting network,21425100
90,240,sequential sorting network,21503800
90,240,std::sort,8668000
100,240,own sorting network,54310511000
100,240,openmp sorting network,25816000
100,240,sequential sorting network,25952000
100,240,std::sort,10437000
10,248,own sorting network,980656300
10,248,openmp sorting network,463400
10,248,sequential sorting network,476600
10,248,std::sort,189400
20,248,own sorting network,2934039600
20,248,openmp sorting network,1379400
20,248,sequential sorting network,1397300
20,248,std::sort,574800
30,248,own sorting network,5868020800
30,248,openmp sorting network,2794500
30,248,sequential sorting network,2804600
30,248,std::sort,1143100
40,248,own sorting network,9759515200
40,248,openmp sorting network,4652300
40,248,sequential sorting network,4706800
40,248,std::sort,1892100
50,248,own sorting network,14540038100
50,248,openmp sorting network,6933500
50,248,sequential sorting network,7257000
50,248,std::sort,2817300
60,248,own sorting network,20423931700
60,248,openmp sorting network,9839700
60,248,sequential sorting network,10185300
60,248,std::sort,3978800
70,248,own sorting network,27283164900
70,248,openmp sorting network,13114600
70,248,sequential sorting network,13532300
70,248,std::sort,5292500
80,248,own sorting network,35152511200
80,248,openmp sorting network,16944200
80,248,sequential sorting network,17395000
80,248,std::sort,6859900
90,248,own sorting network,44143668500
90,248,openmp sorting network,21238100
90,248,sequential sorting network,21812700
90,248,std::sort,8597800
100,248,own sorting network,54423895300
100,248,openmp sorting network,26054500
100,248,sequential sorting network,26698400
100,248,std::sort,10528600
10,256,own sorting network,1027430700
10,256,openmp sorting network,496500
10,256,sequential sorting network,501100
10,256,std::sort,203600
20,256,own sorting network,3092299800
20,256,openmp sorting network,1533000
20,256,sequential sorting network,1551200
20,256,std::sort,605700
30,256,own sorting network,6146882200
30,256,openmp sorting network,3050000
30,256,sequential sorting network,3074300
30,256,std::sort,1219000
40,256,own sorting network,10292122400
40,256,openmp sorting network,5030800
40,256,sequential sorting network,5079100
40,256,std::sort,2026600
50,256,own sorting network,15418838400
50,256,openmp sorting network,7468700
50,256,sequential sorting network,7535000
50,256,std::sort,3052400
60,256,own sorting network,21544231100
60,256,openmp sorting network,10465900
60,256,sequential sorting network,10579800
60,256,std::sort,4256000
70,256,own sorting network,28928678600
70,256,openmp sorting network,14109100
70,256,sequential sorting network,14913400
70,256,std::sort,5729300
80,256,own sorting network,37271560500
80,256,openmp sorting network,18880300
80,256,sequential sorting network,19177800
80,256,std::sort,7430300
90,256,own sorting network,46460894300
90,256,openmp sorting network,23400600
90,256,sequential sorting network,23849100
90,256,std::sort,9248800
100,256,own sorting network,56675637900
100,256,openmp sorting network,28356400
100,256,sequential sorting network,28885500
100,256,std::sort,11268200
