Array count,Array size,Sorter,Time
20,208,std::sort,466500
30,208,own sorting network,3981074100
30,208,openmp sorting network,2404100
30,208,sequential sorting network,2296200
30,208,std::sort,929700
40,208,own sorting network,6596547300
40,208,openmp sorting network,3924200
40,208,sequential sorting network,3897100
40,208,std::sort,1546900
50,208,own sorting network,10004245500
50,208,openmp sorting network,5874000
50,208,sequential sorting network,5832500
50,208,std::sort,2332600
60,208,own sorting network,13921679400
60,208,openmp sorting network,8177800
60,208,sequential sorting network,8161700
60,208,std::sort,3285700
70,208,own sorting network,18569535300
70,208,openmp sorting network,10882900
70,208,sequential sorting network,10852600
70,208,std::sort,4372300
80,208,own sorting network,24003269900
80,208,openmp sorting network,13907200
80,208,sequential sorting network,13823600
80,208,std::sort,5583300
90,208,own sorting network,30035670600
90,208,openmp sorting network,17304600
90,208,sequential sorting network,17200500
90,208,std::sort,6954200
100,208,own sorting network,36762889800
100,208,openmp sorting network,21249800
100,208,sequential sorting network,21201300
100,208,std::sort,8549700
10,216,own sorting network,683637100
10,216,openmp sorting network,407800
10,216,sequential sorting network,393800
10,216,std::sort,162900
20,216,own sorting network,1839315200
20,216,openmp sorting network,1212600
20,216,sequential sorting network,1209300
20,216,std::sort,487200
30,216,own sorting network,3730955400
30,216,openmp sorting network,2784900
30,216,sequential sorting network,2493300
30,216,std::sort,1021400
40,216,own sorting network,6472888300
40,216,openmp sorting network,4342300
40,216,sequential sorting network,4042700
40,216,std::sort,1676100
50,216,own sorting network,9835494800
50,216,openmp sorting network,6326100
50,216,sequential sorting network,6068500
50,216,std::sort,2485900
60,216,own sorting network,14009156300
60,216,openmp sorting network,8731700
60,216,sequential sorting network,8468200
60,216,std::sort,3454900
70,216,own sorting network,18852867800
70,216,openmp sorting network,11517300
70,216,sequential sorting network,11330600
70,216,std::sort,4625100
80,216,own sorting network,24309828700
80,216,openmp sorting network,14722000
80,216,sequential sorting network,15050600
80,216,std::sort,5929700
90,216,own sorting network,30205545500
90,216,openmp sorting network,18514600
90,216,sequential sorting network,18862200
90,216,std::sort,7473900
100,216,own sorting network,37024781700
100,216,openmp sorting network,22537900
100,216,sequential sorting network,22889700
100,216,std::sort,9104200
10,224,own sorting network,686978000
10,224,openmp sorting network,432200
10,224,sequential sorting network,419500
10,224,std::sort,184300
20,224,own sorting network,1901403500
20,224,openmp sorting network,1266500
20,224,sequential sorting network,1249000
20,224,std::sort,528800
30,224,own sorting network,3532722600
30,224,openmp sorting network,2583700
30,224,sequential sorting network,2571100
30,224,std::sort,1061500
40,224,own sorting network,5791109300
40,224,openmp sorting network,4310000
40,224,sequential sorting network,4259300
40,224,std::sort,1730100
50,224,own sorting network,8683105200
50,224,openmp sorting network,6408400
50,224,sequential sorting network,6324000
50,224,std::sort,2574000
60,224,own sorting network,12090425100
60,224,openmp sorting network,8925400
60,224,sequential sorting network,8846300
60,224,std::sort,3595400
70,224,own sorting network,16075794000
70,224,openmp sorting network,11827600
70,224,sequential sorting network,11776300
70,224,std::sort,4778600
80,224,own sorting network,21459382200
80,224,openmp sorting network,15061500
80,224,sequential sorting network,15043300
80,224,std::sort,6112700
90,224,own sorting network,27758612600
90,224,openmp sorting network,18886300
90,224,sequential sorting network,19455700
90,224,std::sort,7679800
100,224,own sorting network,34937354100
100,224,openmp sorting network,22931800
100,224,sequential sorting network,23522200
100,224,std::sort,9325900
10,232,own sorting network,763561100
10,232,openmp sorting network,480000
10,232,sequential sorting network,454700
10,232,std::sort,176400
20,232,own sorting network,2107809000
20,232,openmp sorting network,1348500
20,232,sequential sorting network,1320800
20,232,std::sort,525200
30,232,own sorting network,3869999200
30,232,openmp sorting network,2637100
30,232,sequential sorting network,2614000
30,232,std::sort,1049700
40,232,own sorting network,6181661100
40,232,openmp sorting network,4535900
40,232,sequential sorting network,4496000
40,232,std::sort,1812000
50,232,own sorting network,9133430000
50,232,openmp sorting network,7379800
50,232,sequential sorting network,6799000
50,232,std::sort,2735100
60,232,own sorting network,13242748300
60,232,openmp sorting network,10011800
60,232,sequential sorting network,9394200
60,232,std::sort,3803600
70,232,own sorting network,18249648300
70,232,openmp sorting network,13052200
70,232,sequential sorting network,12405000
70,232,std::sort,5035900
80,232,own sorting network,23866835000
80,232,openmp sorting network,16533500
80,232,sequential sorting network,16126500
80,232,std::sort,6425100
90,232,own sorting network,30010471800
90,232,openmp sorting network,21081300
90,232,sequential sorting network,20655400
90,232,std::sort,8263900
100,232,own sorting network,36756198800
100,232,openmp sorting network,25313100
100,232,sequential sorting network,24960900
100,232,std::sort,9981100
10,240,own sorting network,655387500
10,240,openmp sorting network,475300
10,240,sequential sorting network,459900
10,240,std::sort,233700
20,240,own sorting network,2046823000
20,240,openmp sorting network,1407600
20,240,sequential sorting network,1443100
20,240,std::sort,617800
30,240,own sorting network,4145482600
30,240,openmp sorting network,2793300
30,240,sequential sorting network,2824700
30,240,std::sort,1195200
40,240,own sorting network,7030652700
40,240,openmp sorting network,4569800
40,240,sequential sorting network,4572100
40,240,std::sort,1939500
50,240,own sorting network,10449440000
50,240,openmp sorting network,6754300
50,240,sequential sorting network,6758500
50,240,std::sort,2832200
60,240,own sorting network,14512439000
60,240,openmp sorting network,9478700
60,240,sequential sorting network,9466700
60,240,std::sort,3926600
70,240,own sorting network,19316070300
70,240,openmp sorting network,12547700
70,240,sequential sorting network,12606500
70,240,std::sort,5176800
80,240,own sorting network,24239809000
80,240,openmp sorting network,16050800
80,240,sequential sorting network,16214500
80,240,std::sort,6605600
90,240,own sorting network,29690934500
90,240,openmp sorting network,20143200
90,240,sequential sorting network,20245700
90,240,std::sort,8250800
100,240,own sorting network,35537562000
100,240,openmp sorting network,24601800
100,240,sequential sorting network,24731600
100,240,std::sort,10065200
10,248,own sorting network,630839600
10,248,openmp sorting network,577900
10,248,sequential sorting network,476500
10,248,std::sort,197600
20,248,own sorting network,2102977800
20,248,openmp sorting network,1622800
20,248,sequential sorting network,1435100
20,248,std::sort,584800
30,248,own sorting network,4394907800
30,248,openmp sorting network,3035800
30,248,sequential sorting network,2911900
30,248,std::sort,1160300
40,248,own sorting network,7310412800
40,248,openmp sorting network,5065200
40,248,sequential sorting network,4831500
40,248,std::sort,1936800
50,248,own sorting network,10943350100
50,248,openmp sorting network,7485300
50,248,sequential sorting network,7247800
50,248,std::sort,2917100
60,248,own sorting network,15355133400
60,248,openmp sorting network,10345700
60,248,sequential sorting network,10151800
60,248,std::sort,4082600
70,248,own sorting network,20174928500
70,248,openmp sorting network,13619500
70,248,sequential sorting network,13426200
70,248,std::sort,5428300
80,248,own sorting network,25362913900
80,248,openmp sorting network,17454400
80,248,sequential sorting network,17254300
80,248,std::sort,6978400
90,248,own sorting network,31359645500
90,248,openmp sorting network,21791000
90,248,sequential sorting network,21582200
90,248,std::sort,8732500
100,248,own sorting network,38454660400
100,248,openmp sorting network,26460100
100,248,sequential sorting network,26828800
100,248,std::sort,10622400
10,256,own sorting network,584527400
10,256,openmp sorting network,501700
10,256,sequential sorting network,507400
10,256,std::sort,203500
20,256,own sorting network,1826276400
20,256,openmp sorting network,1476800
20,256,sequential sorting network,1499100
20,256,std::sort,591100
30,256,own sorting network,3784611500
30,256,openmp sorting network,3021800
30,256,sequential sorting network,3001100
30,256,std::sort,1206400
40,256,own sorting network,6363397000
40,256,openmp sorting network,4999000
40,256,sequential sorting network,4941000
40,256,std::sort,2008600
50,256,own sorting network,9530134300
50,256,openmp sorting network,7654300
50,256,sequential sorting network,7604200
50,256,std::sort,3073200
60,256,own sorting network,13145195200
60,256,openmp sorting network,10619200
60,256,sequential sorting network,10506300
60,256,std::sort,4256100
70,256,own sorting network,17356042500
70,256,openmp sorting network,14002200
70,256,sequential sorting network,13977600
70,256,std::sort,5625800
80,256,own sorting network,22185803700
80,256,openmp sorting network,17882300
80,256,sequential sorting network,17897200
80,256,std::sort,7191100
90,256,own sorting network,27678180900
90,256,openmp sorting network,22299000
90,256,sequential sorting network,22176700
90,256,std::sort,8916500
100,256,own sorting network,34150624300
100,256,openmp sorting network,27176300
100,256,sequential sorting network,27021400
100,256,std::sort,10847300
10,8,own sorting network,5189200
10,8,openmp sorting network,4300
10,8,sequential sorting network,4000
10,8,std::sort,2900
20,8,own sorting network,15632900
20,8,openmp sorting network,11300
20,8,sequential sorting network,10800
20,8,std::sort,8400
30,8,own sorting network,31119600
30,8,openmp sorting network,21600
30,8,sequential sorting network,20600
30,8,std::sort,16100
40,8,own sorting network,51885600
40,8,openmp sorting network,36500
40,8,sequential sorting network,35000
40,8,std::sort,26600
50,8,own sorting network,77768100
50,8,openmp sorting network,53200
50,8,sequential sorting network,50900
50,8,std::sort,39100
60,8,own sorting network,115709400
60,8,openmp sorting network,80800
60,8,sequential sorting network,78000
60,8,std::sort,58600
70,8,own sorting network,155839700
70,8,openmp sorting network,106700
70,8,sequential sorting network,103500
70,8,std::sort,76800
80,8,own sorting network,200345000
80,8,openmp sorting network,135500
80,8,sequential sorting network,131100
80,8,std::sort,97700
90,8,own sorting network,250942200
90,8,openmp sorting network,177100
90,8,sequential sorting network,162900
90,8,std::sort,121400
100,8,own sorting network,306689200
100,8,openmp sorting network,212000
100,8,sequential sorting network,198000
100,8,std::sort,147300
10,16,own sorting network,18052900
10,16,openmp sorting network,12100
10,16,sequential sorting network,11800
10,16,std::sort,7100
20,16,own sorting network,55226700
20,16,openmp sorting network,34900
20,16,sequential sorting network,34300
20,16,std::sort,19800
30,16,own sorting network,110409500
30,16,openmp sorting network,67800
30,16,sequential sorting network,67000
30,16,std::sort,38200
40,16,own sorting network,183587900
40,16,openmp sorting network,110400
40,16,sequential sorting network,110300
40,16,std::sort,63300
50,16,own sorting network,273731100
50,16,openmp sorting network,163400
50,16,sequential sorting network,163100
50,16,std::sort,93200
60,16,own sorting network,379884100
60,16,openmp sorting network,225000
60,16,sequential sorting network,225000
60,16,std::sort,128600
70,16,own sorting network,504226200
70,16,openmp sorting network,296000
70,16,sequential sorting network,297000
70,16,std::sort,169600
80,16,own sorting network,643351200
80,16,openmp sorting network,376200
80,16,sequential sorting network,376900
80,16,std::sort,215500
90,16,own sorting network,797968900
90,16,openmp sorting network,466600
90,16,sequential sorting network,475200
90,16,std::sort,266500
100,16,own sorting network,970607300
100,16,openmp sorting network,569800
100,16,sequential sorting network,578100
100,16,std::sort,324300
10,24,own sorting network,40243200
10,24,openmp sorting network,23500
10,24,sequential sorting network,22800
10,24,std::sort,13000
20,24,own sorting network,119763900
20,24,openmp sorting network,67100
20,24,sequential sorting network,116300
20,24,std::sort,39800
30,24,own sorting network,243344000
30,24,openmp sorting network,131100
30,24,sequential sorting network,180400
30,24,std::sort,76600
40,24,own sorting network,404215000
40,24,openmp sorting network,213200
40,24,sequential sorting network,260900
40,24,std::sort,122800
50,24,own sorting network,601039600
50,24,openmp sorting network,311200
50,24,sequential sorting network,358600
50,24,std::sort,180000
60,24,own sorting network,833388600
60,24,openmp sorting network,429000
60,24,sequential sorting network,475300
60,24,std::sort,257000
70,24,own sorting network,1106129400
70,24,openmp sorting network,569800
70,24,sequential sorting network,616500
70,24,std::sort,337400
80,24,own sorting network,1430450300
80,24,openmp sorting network,728300
80,24,sequential sorting network,785900
80,24,std::sort,441500
90,24,own sorting network,1791013400
90,24,openmp sorting network,907200
90,24,sequential sorting network,964600
90,24,std::sort,545100
100,24,own sorting network,2199195000
100,24,openmp sorting network,1104500
100,24,sequential sorting network,1168400
100,24,std::sort,671800
10,32,own sorting network,54735400
10,32,openmp sorting network,32200
10,32,sequential sorting network,31600
10,32,std::sort,18600
20,32,own sorting network,165329800
20,32,openmp sorting network,94100
20,32,sequential sorting network,93800
20,32,std::sort,55000
30,32,own sorting network,331345600
30,32,openmp sorting network,188900
30,32,sequential sorting network,199700
30,32,std::sort,109800
40,32,own sorting network,554450500
40,32,openmp sorting network,306900
40,32,sequential sorting network,319300
40,32,std::sort,180500
50,32,own sorting network,822336500
50,32,openmp sorting network,449000
50,32,sequential sorting network,462000
50,32,std::sort,264700
60,32,own sorting network,1134801300
60,32,openmp sorting network,618500
60,32,sequential sorting network,632400
60,32,std::sort,365100
70,32,own sorting network,1505213300
70,32,openmp sorting network,819900
70,32,sequential sorting network,836300
70,32,std::sort,485000
80,32,own sorting network,1920500100
80,32,openmp sorting network,1042700
80,32,sequential sorting network,1070300
80,32,std::sort,614200
90,32,own sorting network,2386680300
90,32,openmp sorting network,1305800
90,32,sequential sorting network,1322700
90,32,std::sort,762700
100,32,own sorting network,2909290300
100,32,openmp sorting network,1579300
100,32,sequential sorting network,1596000
100,32,std::sort,923800
10,40,own sorting network,89414800
10,40,openmp sorting network,47200
10,40,sequential sorting network,45400
10,40,std::sort,22800
20,40,own sorting network,266579200
20,40,openmp sorting network,145100
20,40,sequential sorting network,131100
20,40,std::sort,66600
30,40,own sorting network,533368700
30,40,openmp sorting network,282000
30,40,sequential sorting network,267100
30,40,std::sort,135100
40,40,own sorting network,901664200
40,40,openmp sorting network,450900
40,40,sequential sorting network,443800
40,40,std::sort,221400
50,40,own sorting network,1347515500
50,40,openmp sorting network,663600
50,40,sequential sorting network,666600
50,40,std::sort,329700
60,40,own sorting network,1888058000
60,40,openmp sorting network,923700
60,40,sequential sorting network,926400
60,40,std::sort,469100
70,40,own sorting network,2518308200
70,40,openmp sorting network,1217100
70,40,sequential sorting network,1230200
70,40,std::sort,619700
80,40,own sorting network,3246553900
80,40,openmp sorting network,1562400
80,40,sequential sorting network,1576900
80,40,std::sort,793900
90,40,own sorting network,4064117400
90,40,openmp sorting network,1948800
90,40,sequential sorting network,1979500
90,40,std::sort,988400
100,40,own sorting network,4980701400
100,40,openmp sorting network,2402600
100,40,sequential sorting network,2437000
100,40,std::sort,1218200
10,48,own sorting network,111954800
10,48,openmp sorting network,68900
10,48,sequential sorting network,57400
10,48,std::sort,49800
20,48,own sorting network,335740800
20,48,openmp sorting network,181900
20,48,sequential sorting network,169100
20,48,std::sort,106700
30,48,own sorting network,663971300
30,48,openmp sorting network,346000
30,48,sequential sorting network,332600
30,48,std::sort,190300
40,48,own sorting network,1097253700
40,48,openmp sorting network,566800
40,48,sequential sorting network,552400
40,48,std::sort,355800
50,48,own sorting network,1643671600
50,48,openmp sorting network,835000
50,48,sequential sorting network,830700
50,48,std::sort,493500
60,48,own sorting network,2296988500
60,48,openmp sorting network,1177700
60,48,sequential sorting network,1168800
60,48,std::sort,657800
70,48,own sorting network,3058872400
70,48,openmp sorting network,1563900
70,48,sequential sorting network,1544400
70,48,std::sort,848900
80,48,own sorting network,3926249600
80,48,openmp sorting network,1981500
80,48,sequential sorting network,1972400
80,48,std::sort,1062600
90,48,own sorting network,4892928300
90,48,openmp sorting network,2476300
90,48,sequential sorting network,2453700
90,48,std::sort,1302500
100,48,own sorting network,5965501500
100,48,openmp sorting network,2995800
100,48,sequential sorting network,2973700
100,48,std::sort,1569600
10,56,own sorting network,120375100
10,56,openmp sorting network,71400
10,56,sequential sorting network,68500
10,56,std::sort,33300
20,56,own sorting network,361492700
20,56,openmp sorting network,205100
20,56,sequential sorting network,199100
20,56,std::sort,100700
30,56,own sorting network,749606300
30,56,openmp sorting network,403600
30,56,sequential sorting network,397500
30,56,std::sort,208900
40,56,own sorting network,1244488700
40,56,openmp sorting network,671500
40,56,sequential sorting network,658900
40,56,std::sort,342400
50,56,own sorting network,1873924000
50,56,openmp sorting network,1003700
50,56,sequential sorting network,988700
50,56,std::sort,507600
60,56,own sorting network,2616769200
60,56,openmp sorting network,1415200
60,56,sequential sorting network,1387200
60,56,std::sort,724000
70,56,own sorting network,3491346700
70,56,openmp sorting network,1875700
70,56,sequential sorting network,1849800
70,56,std::sort,956800
80,56,own sorting network,4495338500
80,56,openmp sorting network,2407600
80,56,sequential sorting network,2381800
80,56,std::sort,1218200
90,56,own sorting network,5589684400
90,56,openmp sorting network,2992900
90,56,sequential sorting network,2959000
90,56,std::sort,1544500
100,56,own sorting network,6831100300
100,56,openmp sorting network,3635800
100,56,sequential sorting network,3625700
100,56,std::sort,1872400
10,64,own sorting network,142255700
10,64,openmp sorting network,84400
10,64,sequential sorting network,83100
10,64,std::sort,41400
20,64,own sorting network,426422900
20,64,openmp sorting network,242800
20,64,sequential sorting network,249800
20,64,std::sort,119300
30,64,own sorting network,845415300
30,64,openmp sorting network,493600
30,64,sequential sorting network,499200
30,64,std::sort,246100
40,64,own sorting network,1427379800
40,64,openmp sorting network,807500
40,64,sequential sorting network,813000
40,64,std::sort,405900
50,64,own sorting network,2130546800
50,64,openmp sorting network,1182200
50,64,sequential sorting network,1197500
50,64,std::sort,596000
60,64,own sorting network,2971033900
60,64,openmp sorting network,1641000
60,64,sequential sorting network,1665300
60,64,std::sort,827500
70,64,own sorting network,3959916400
70,64,openmp sorting network,2192000
70,64,sequential sorting network,2224000
70,64,std::sort,1098800
80,64,own sorting network,5081862600
80,64,openmp sorting network,2802400
80,64,sequential sorting network,2835600
80,64,std::sort,1417400
90,64,own sorting network,6342792800
90,64,openmp sorting network,3481000
90,64,sequential sorting network,3515500
90,64,std::sort,1757300
100,64,own sorting network,7726785800
100,64,openmp sorting network,4251500
100,64,sequential sorting network,4284600
100,64,std::sort,2139800
10,72,own sorting network,190217400
10,72,openmp sorting network,112800
10,72,sequential sorting network,110600
10,72,std::sort,48700
20,72,own sorting network,616003200
20,72,openmp sorting network,324200
20,72,sequential sorting network,311000
20,72,std::sort,136900
30,72,own sorting network,1224368500
30,72,openmp sorting network,648900
30,72,sequential sorting network,677800
30,72,std::sort,278200
40,72,own sorting network,2066112800
40,72,openmp sorting network,1046100
40,72,sequential sorting network,1142400
40,72,std::sort,457700
50,72,own sorting network,3112908000
50,72,openmp sorting network,1567100
50,72,sequential sorting network,1647100
50,72,std::sort,673900
60,72,own sorting network,4368824800
60,72,openmp sorting network,2185200
60,72,sequential sorting network,2254500
60,72,std::sort,952000
70,72,own sorting network,5837059600
70,72,openmp sorting network,2894000
70,72,sequential sorting network,2969800
70,72,std::sort,1271300
80,72,own sorting network,7500031900
80,72,openmp sorting network,3679400
80,72,sequential sorting network,3758000
80,72,std::sort,1620700
90,72,own sorting network,9388083300
90,72,openmp sorting network,4681700
90,72,sequential sorting network,4686800
90,72,std::sort,2030400
100,72,own sorting network,11453862000
100,72,openmp sorting network,5721800
100,72,sequential sorting network,5705000
100,72,std::sort,2481800
10,80,own sorting network,233923800
10,80,openmp sorting network,117200
10,80,sequential sorting network,118300
10,80,std::sort,50500
20,80,own sorting network,692111600
20,80,openmp sorting network,361400
20,80,sequential sorting network,350700
20,80,std::sort,153100
30,80,own sorting network,1392681600
30,80,openmp sorting network,693700
30,80,sequential sorting network,734500
30,80,std::sort,303600
40,80,own sorting network,2317183500
40,80,openmp sorting network,1151900
40,80,sequential sorting network,1204600
40,80,std::sort,510500
50,80,own sorting network,3480100800
50,80,openmp sorting network,1719500
50,80,sequential sorting network,1821400
50,80,std::sort,769900
60,80,own sorting network,4863831000
60,80,openmp sorting network,2417100
60,80,sequential sorting network,2509000
60,80,std::sort,1081800
70,80,own sorting network,6480551700
70,80,openmp sorting network,3233100
70,80,sequential sorting network,3318300
70,80,std::sort,1426100
80,80,own sorting network,8290930700
80,80,openmp sorting network,4163500
80,80,sequential sorting network,4274000
80,80,std::sort,1833700
90,80,own sorting network,10315076300
90,80,openmp sorting network,5199500
90,80,sequential sorting network,5335300
90,80,std::sort,2306200
100,80,own sorting network,12558146600
100,80,openmp sorting network,6333700
100,80,sequential sorting network,6517600
100,80,std::sort,2815200
10,88,own sorting network,253298100
10,88,openmp sorting network,131100
10,88,sequential sorting network,128700
10,88,std::sort,56900
20,88,own sorting network,749803800
20,88,openmp sorting network,383500
20,88,sequential sorting network,393100
20,88,std::sort,176600
30,88,own sorting network,1479987000
30,88,openmp sorting network,775900
30,88,sequential sorting network,784400
30,88,std::sort,352200
40,88,own sorting network,2482774600
40,88,openmp sorting network,1286200
40,88,sequential sorting network,1305000
40,88,std::sort,580700
50,88,own sorting network,3738269200
50,88,openmp sorting network,1939200
50,88,sequential sorting network,1963300
50,88,std::sort,876800
60,88,own sorting network,5228094700
60,88,openmp sorting network,2702000
60,88,sequential sorting network,2726500
60,88,std::sort,1226100
70,88,own sorting network,7006228300
70,88,openmp sorting network,3617500
70,88,sequential sorting network,3651400
70,88,std::sort,1653000
80,88,own sorting network,9011573500
80,88,openmp sorting network,4638800
80,88,sequential sorting network,4731600
80,88,std::sort,2104700
90,88,own sorting network,11276070300
90,88,openmp sorting network,5815800
90,88,sequential sorting network,5966200
90,88,std::sort,2624600
100,88,own sorting network,13790160900
100,88,openmp sorting network,7101800
100,88,sequential sorting network,7312700
100,88,std::sort,3201700
10,96,own sorting network,272127100
10,96,openmp sorting network,144800
10,96,sequential sorting network,141800
10,96,std::sort,66000
20,96,own sorting network,802743700
20,96,openmp sorting network,432500
20,96,sequential sorting network,449300
20,96,std::sort,198100
30,96,own sorting network,1625321600
30,96,openmp sorting network,855300
30,96,sequential sorting network,869700
30,96,std::sort,389800
40,96,own sorting network,2697331300
40,96,openmp sorting network,1422100
40,96,sequential sorting network,1433800
40,96,std::sort,642100
50,96,own sorting network,4057897300
50,96,openmp sorting network,2146300
50,96,sequential sorting network,2152000
50,96,std::sort,972600
60,96,own sorting network,5676831300
60,96,openmp sorting network,2990800
60,96,sequential sorting network,2995700
60,96,std::sort,1361200
70,96,own sorting network,7569272300
70,96,openmp sorting network,3987300
70,96,sequential sorting network,3977600
70,96,std::sort,1804500
80,96,own sorting network,9721407300
80,96,openmp sorting network,5101300
80,96,sequential sorting network,5110600
80,96,std::sort,2307200
90,96,own sorting network,12134674400
90,96,openmp sorting network,6367100
90,96,sequential sorting network,6367700
90,96,std::sort,2870700
100,96,own sorting network,14818893200
100,96,openmp sorting network,7808600
100,96,sequential sorting network,7766400
100,96,std::sort,3503600
10,104,own sorting network,295022900
10,104,openmp sorting network,170600
10,104,sequential sorting network,159700
10,104,std::sort,71500
20,104,own sorting network,866775200
20,104,openmp sorting network,525700
20,104,sequential sorting network,486900
20,104,std::sort,219400
30,104,own sorting network,1761982600
30,104,openmp sorting network,983400
30,104,sequential sorting network,934900
30,104,std::sort,432100
40,104,own sorting network,2921735200
40,104,openmp sorting network,1606200
40,104,sequential sorting network,1547100
40,104,std::sort,707800
50,104,own sorting network,4376058100
50,104,openmp sorting network,2424200
50,104,sequential sorting network,2341100
50,104,std::sort,1063000
60,104,own sorting network,6138662000
60,104,openmp sorting network,3352000
60,104,sequential sorting network,3268400
60,104,std::sort,1487500
70,104,own sorting network,8197821600
70,104,openmp sorting network,4430200
70,104,sequential sorting network,4346300
70,104,std::sort,1990100
80,104,own sorting network,10471683600
80,104,openmp sorting network,5634400
80,104,sequential sorting network,5548500
80,104,std::sort,2534600
90,104,own sorting network,13101213700
90,104,openmp sorting network,7063700
90,104,sequential sorting network,6971100
90,104,std::sort,3182800
100,104,own sorting network,16012353800
100,104,openmp sorting network,8594800
100,104,sequential sorting network,8561000
100,104,std::sort,3874000
10,112,own sorting network,303914400
10,112,openmp sorting network,187900
10,112,sequential sorting network,204400
10,112,std::sort,83400
20,112,own sorting network,957609200
20,112,openmp sorting network,534300
20,112,sequential sorting network,550500
20,112,std::sort,239800
30,112,own sorting network,1902963300
30,112,openmp sorting network,1026600
30,112,sequential sorting network,1049000
30,112,std::sort,459600
40,112,own sorting network,3186525600
40,112,openmp sorting network,1710400
40,112,sequential sorting network,1729100
40,112,std::sort,761100
50,112,own sorting network,4741204400
50,112,openmp sorting network,2545200
50,112,sequential sorting network,2554300
50,112,std::sort,1135200
60,112,own sorting network,6614199400
60,112,openmp sorting network,3556000
60,112,sequential sorting network,3529200
60,112,std::sort,1572500
70,112,own sorting network,8620416500
70,112,openmp sorting network,4868800
70,112,sequential sorting network,4837300
70,112,std::sort,2168200
80,112,own sorting network,10920929000
80,112,openmp sorting network,6273500
80,112,sequential sorting network,6204800
80,112,std::sort,2793800
90,112,own sorting network,13622891900
90,112,openmp sorting network,7734900
90,112,sequential sorting network,7673400
90,112,std::sort,3461700
100,112,own sorting network,16697588300
100,112,openmp sorting network,9364000
100,112,sequential sorting network,9305000
100,112,std::sort,4240900
10,120,own sorting network,328516000
10,120,openmp sorting network,187100
10,120,sequential sorting network,186600
10,120,std::sort,83900
20,120,own sorting network,994803500
20,120,openmp sorting network,551700
20,120,sequential sorting network,564600
20,120,std::sort,249400
30,120,own sorting network,1981055800
30,120,openmp sorting network,1090700
30,120,sequential sorting network,1105700
30,120,std::sort,506400
40,120,own sorting network,3303324700
40,120,openmp sorting network,1825100
40,120,sequential sorting network,1860400
40,120,std::sort,835300
50,120,own sorting network,4982466000
50,120,openmp sorting network,2722000
50,120,sequential sorting network,2749000
50,120,std::sort,1232900
60,120,own sorting network,6897440000
60,120,openmp sorting network,3998300
60,120,sequential sorting network,3869800
60,120,std::sort,1729700
70,120,own sorting network,9298627900
70,120,openmp sorting network,5350900
70,120,sequential sorting network,5139000
70,120,std::sort,2332500
80,120,own sorting network,11916724100
80,120,openmp sorting network,6827000
80,120,sequential sorting network,6594700
80,120,std::sort,2991900
90,120,own sorting network,14871664800
90,120,openmp sorting network,8407700
90,120,sequential sorting network,8214900
90,120,std::sort,3705500
100,120,own sorting network,18162377200
100,120,openmp sorting network,10236400
100,120,sequential sorting network,10028400
100,120,std::sort,4524500
10,128,own sorting network,356561100
10,128,openmp sorting network,202800
10,128,sequential sorting network,200700
10,128,std::sort,99400
20,128,own sorting network,1053981700
20,128,openmp sorting network,607700
20,128,sequential sorting network,594000
20,128,std::sort,286400
30,128,own sorting network,2142554800
30,128,openmp sorting network,1201900
30,128,sequential sorting network,1189500
30,128,std::sort,550100
40,128,own sorting network,3565777800
40,128,openmp sorting network,1965100
40,128,sequential sorting network,1960200
40,128,std::sort,903100
50,128,own sorting network,5327923600
50,128,openmp sorting network,3003200
50,128,sequential sorting network,2941300
50,128,std::sort,1354500
60,128,own sorting network,7457287700
60,128,openmp sorting network,4221500
60,128,sequential sorting network,4150500
60,128,std::sort,1905700
70,128,own sorting network,9856023400
70,128,openmp sorting network,5714300
70,128,sequential sorting network,5670500
70,128,std::sort,2577300
80,128,own sorting network,12691845900
80,128,openmp sorting network,7322000
80,128,sequential sorting network,7216200
80,128,std::sort,3300100
90,128,own sorting network,15825541100
90,128,openmp sorting network,9038500
90,128,sequential sorting network,8931500
90,128,std::sort,4075900
100,128,own sorting network,19343531300
100,128,openmp sorting network,11002100
100,128,sequential sorting network,11300800
100,128,std::sort,5097900
10,136,own sorting network,540070300
10,136,openmp sorting network,276700
10,136,sequential sorting network,288200
10,136,std::sort,108700
20,136,own sorting network,1537714200
20,136,openmp sorting network,750100
20,136,sequential sorting network,766900
20,136,std::sort,293500
30,136,own sorting network,2973020900
30,136,openmp sorting network,1476600
30,136,sequential sorting network,1464600
30,136,std::sort,594600
40,136,own sorting network,4896949300
40,136,openmp sorting network,2440500
40,136,sequential sorting network,2432000
40,136,std::sort,973300
50,136,own sorting network,7294625900
50,136,openmp sorting network,3609600
50,136,sequential sorting network,3607600
50,136,std::sort,1433500
60,136,own sorting network,10144652100
60,136,openmp sorting network,5068100
60,136,sequential sorting network,5010500
60,136,std::sort,1993700
70,136,own sorting network,13466852500
70,136,openmp sorting network,6749900
70,136,sequential sorting network,6694600
70,136,std::sort,2658000
80,136,own sorting network,17268832800
80,136,openmp sorting network,8727800
80,136,sequential sorting network,8624100
80,136,std::sort,3418700
90,136,own sorting network,21495004200
90,136,openmp sorting network,10926000
90,136,sequential sorting network,10781600
90,136,std::sort,4276700
100,136,own sorting network,26116435300
100,136,openmp sorting network,13278000
100,136,sequential sorting network,13229200
100,136,std::sort,5200600
10,144,own sorting network,499425000
10,144,openmp sorting network,262500
10,144,sequential sorting network,268400
