Array count,Array size,Sorter,Time
100,128,openmp sorting network,10949900
100,128,sequential sorting network,10955700
100,128,std::sort,4865300
10,136,own sorting network,502748300
10,136,openmp sorting network,236700
10,136,sequential sorting network,234600
10,136,std::sort,94400
20,136,own sorting network,1529604900
20,136,openmp sorting network,735400
20,136,sequential sorting network,716500
20,136,std::sort,293200
30,136,own sorting network,3109328800
30,136,openmp sorting network,1469500
30,136,sequential sorting network,1440800
30,136,std::sort,589700
40,136,own sorting network,5166771400
40,136,openmp sorting network,2427600
40,136,sequential sorting network,2399600
40,136,std::sort,974500
50,136,own sorting network,7725809600
50,136,openmp sorting network,3631100
50,136,sequential sorting network,3641300
50,136,std::sort,1442600
60,136,own sorting network,10836247600
60,136,openmp sorting network,5080500
60,136,sequential sorting network,5088500
60,136,std::sort,2010100
70,136,own sorting network,14406368300
70,136,openmp sorting network,6719600
70,136,sequential sorting network,6715900
70,136,std::sort,2651300
80,136,own sorting network,18482286200
80,136,openmp sorting network,8637300
80,136,sequential sorting network,8629700
80,136,std::sort,3431800
90,136,own sorting network,23122798800
90,136,openmp sorting network,10801100
90,136,sequential sorting network,10786300
90,136,std::sort,4281200
100,136,own sorting network,28278850200
100,136,openmp sorting network,13196800
100,136,sequential sorting network,13174100
100,136,std::sort,5234600
10,144,own sorting network,542777300
10,144,openmp sorting network,252500
10,144,sequential sorting network,250000
10,144,std::sort,108100
20,144,own sorting network,1626139300
20,144,openmp sorting network,765300
20,144,sequential sorting network,769400
20,144,std::sort,311500
30,144,own sorting network,3282235400
30,144,openmp sorting network,1523700
30,144,sequential sorting network,1539100
30,144,std::sort,623800
40,144,own sorting network,5466009100
40,144,openmp sorting network,2566500
40,144,sequential sorting network,2640100
40,144,std::sort,1057600
50,144,own sorting network,8247505200
50,144,openmp sorting network,3888000
50,144,sequential sorting network,3965300
50,144,std::sort,1559400
60,144,own sorting network,11644861900
60,144,openmp sorting network,5477400
60,144,sequential sorting network,5545900
60,144,std::sort,2179100
70,144,own sorting network,15661399200
70,144,openmp sorting network,7264800
70,144,sequential sorting network,7330300
70,144,std::sort,2916200
80,144,own sorting network,20152610200
80,144,openmp sorting network,9326300
80,144,sequential sorting network,9382700
80,144,std::sort,3732500
90,144,own sorting network,25215873000
90,144,openmp sorting network,11757200
90,144,sequential sorting network,11713600
90,144,std::sort,4669600
100,144,own sorting network,30929933700
100,144,openmp sorting network,14377200
100,144,sequential sorting network,14318200
100,144,std::sort,5746800
10,152,own sorting network,581554800
10,152,openmp sorting network,293300
10,152,sequential sorting network,281300
10,152,std::sort,112000
20,152,own sorting network,1782938700
20,152,openmp sorting network,834500
20,152,sequential sorting network,831800
20,152,std::sort,326600
30,152,own sorting network,3612671500
30,152,openmp sorting network,1712400
30,152,sequential sorting network,1708900
30,152,std::sort,677200
40,152,own sorting network,6124654100
40,152,openmp sorting network,2800900
40,152,sequential sorting network,2795300
40,152,std::sort,1122000
50,152,own sorting network,9158313100
50,152,openmp sorting network,4185100
50,152,sequential sorting network,4186900
50,152,std::sort,1681000
60,152,own sorting network,12765162800
60,152,openmp sorting network,5803600
60,152,sequential sorting network,5824900
60,152,std::sort,2328800
70,152,own sorting network,16924147900
70,152,openmp sorting network,7735700
70,152,sequential sorting network,7719100
70,152,std::sort,3102500
80,152,own sorting network,21629120100
80,152,openmp sorting network,9979000
80,152,sequential sorting network,9931400
80,152,std::sort,3991600
90,152,own sorting network,26896247000
90,152,openmp sorting network,12411700
90,152,sequential sorting network,12353100
90,152,std::sort,4980700
100,152,own sorting network,32774525300
100,152,openmp sorting network,15244900
100,152,sequential sorting network,15129600
100,152,std::sort,6086600
10,160,own sorting network,622301200
10,160,openmp sorting network,295900
10,160,sequential sorting network,301800
10,160,std::sort,118300
20,160,own sorting network,1888726300
20,160,openmp sorting network,862000
20,160,sequential sorting network,933400
20,160,std::sort,349900
30,160,own sorting network,3774379200
30,160,openmp sorting network,1722500
30,160,sequential sorting network,1791900
30,160,std::sort,700000
40,160,own sorting network,6271477000
40,160,openmp sorting network,2857200
40,160,sequential sorting network,2923400
40,160,std::sort,1164100
50,160,own sorting network,9423978200
50,160,openmp sorting network,4392100
50,160,sequential sorting network,4428200
50,160,std::sort,1761900
60,160,own sorting network,13270758800
60,160,openmp sorting network,6249100
60,160,sequential sorting network,6259100
60,160,std::sort,2487700
70,160,own sorting network,17760789200
70,160,openmp sorting network,8250000
70,160,sequential sorting network,8292800
70,160,std::sort,3293300
80,160,own sorting network,22699863900
80,160,openmp sorting network,10555500
80,160,sequential sorting network,10568300
80,160,std::sort,4205200
90,160,own sorting network,28220048100
90,160,openmp sorting network,13152900
90,160,sequential sorting network,13147600
90,160,std::sort,5234100
100,160,own sorting network,34386374500
100,160,openmp sorting network,16387100
100,160,sequential sorting network,16087600
100,160,std::sort,6416300
10,168,own sorting network,648115400
10,168,openmp sorting network,307600
10,168,sequential sorting network,304200
10,168,std::sort,130100
20,168,own sorting network,1954146900
20,168,openmp sorting network,921900
20,168,sequential sorting network,904800
20,168,std::sort,381100
30,168,own sorting network,3922638700
30,168,openmp sorting network,1877400
30,168,sequential sorting network,1871800
30,168,std::sort,763400
40,168,own sorting network,6552872900
40,168,openmp sorting network,3111400
40,168,sequential sorting network,3078500
40,168,std::sort,1253100
50,168,own sorting network,9840282500
50,168,openmp sorting network,4647800
50,168,sequential sorting network,4583300
50,168,std::sort,1861800
60,168,own sorting network,13776203200
60,168,openmp sorting network,6461200
60,168,sequential sorting network,6391000
60,168,std::sort,2590800
70,168,own sorting network,18405638400
70,168,openmp sorting network,8581800
70,168,sequential sorting network,8502900
70,168,std::sort,3451300
80,168,own sorting network,23562182200
80,168,openmp sorting network,11026000
80,168,sequential sorting network,10932700
80,168,std::sort,4424200
90,168,own sorting network,29386935800
90,168,openmp sorting network,13769300
90,168,sequential sorting network,13710800
90,168,std::sort,5513200
100,168,own sorting network,35840544500
100,168,openmp sorting network,16803200
100,168,sequential sorting network,16754000
100,168,std::sort,6725100
10,176,own sorting network,675818500
10,176,openmp sorting network,329700
10,176,sequential sorting network,327000
10,176,std::sort,133100
20,176,own sorting network,2035515800
20,176,openmp sorting network,996300
20,176,sequential sorting network,971800
20,176,std::sort,390200
30,176,own sorting network,4098970200
30,176,openmp sorting network,1994700
30,176,sequential sorting network,1967600
30,176,std::sort,795300
40,176,own sorting network,6824980900
40,176,openmp sorting network,3266500
40,176,sequential sorting network,3242700
40,176,std::sort,1307500
50,176,own sorting network,10277904200
50,176,openmp sorting network,4928700
50,176,sequential sorting network,4871800
50,176,std::sort,1965000
60,176,own sorting network,14340124700
60,176,openmp sorting network,6787900
60,176,sequential sorting network,6892900
60,176,std::sort,2791100
70,176,own sorting network,19020105000
70,176,openmp sorting network,9018600
70,176,sequential sorting network,9112900
70,176,std::sort,3687200
80,176,own sorting network,24497678700
80,176,openmp sorting network,11575400
80,176,sequential sorting network,11728000
80,176,std::sort,4719400
90,176,own sorting network,30708232900
90,176,openmp sorting network,14435000
90,176,sequential sorting network,14603500
90,176,std::sort,5872200
100,176,own sorting network,37553347000
100,176,openmp sorting network,17560700
100,176,sequential sorting network,17763100
100,176,std::sort,7118600
10,184,own sorting network,702474700
10,184,openmp sorting network,338300
10,184,sequential sorting network,348400
10,184,std::sort,136200
20,184,own sorting network,2125437900
20,184,openmp sorting network,1023300
20,184,sequential sorting network,1028500
20,184,std::sort,404700
30,184,own sorting network,4277739300
30,184,openmp sorting network,2035900
30,184,sequential sorting network,2053700
30,184,std::sort,811000
40,184,own sorting network,7119521400
40,184,openmp sorting network,3341500
40,184,sequential sorting network,3354800
40,184,std::sort,1344600
50,184,own sorting network,10700145800
50,184,openmp sorting network,5056300
50,184,sequential sorting network,5080800
50,184,std::sort,2033500
60,184,own sorting network,14958061100
60,184,openmp sorting network,7106000
60,184,sequential sorting network,7132400
60,184,std::sort,2861100
70,184,own sorting network,19935873900
70,184,openmp sorting network,9485600
70,184,sequential sorting network,9527200
70,184,std::sort,3830000
80,184,own sorting network,25690859000
80,184,openmp sorting network,12164400
80,184,sequential sorting network,12213100
80,184,std::sort,4905200
90,184,own sorting network,32106594200
90,184,openmp sorting network,15186000
90,184,sequential sorting network,15231900
90,184,std::sort,6117600
100,184,own sorting network,39175148000
100,184,openmp sorting network,18587200
100,184,sequential sorting network,18689100
100,184,std::sort,7466800
10,192,own sorting network,714144300
10,192,openmp sorting network,371600
10,192,sequential sorting network,351800
10,192,std::sort,143100
20,192,own sorting network,2185697400
20,192,openmp sorting network,1057600
20,192,sequential sorting network,1035700
20,192,std::sort,418600
30,192,own sorting network,4397665000
30,192,openmp sorting network,2159100
30,192,sequential sorting network,2130600
30,192,std::sort,855300
40,192,own sorting network,7367701900
40,192,openmp sorting network,3608800
40,192,sequential sorting network,3527600
40,192,std::sort,1425700
50,192,own sorting network,11063422900
50,192,openmp sorting network,5357200
50,192,sequential sorting network,5273900
50,192,std::sort,2127200
60,192,own sorting network,15508600000
60,192,openmp sorting network,7437200
60,192,sequential sorting network,7367100
60,192,std::sort,2975800
70,192,own sorting network,20641463500
70,192,openmp sorting network,9878700
70,192,sequential sorting network,9826000
70,192,std::sort,3966500
80,192,own sorting network,26514971500
80,192,openmp sorting network,12736500
80,192,sequential sorting network,12615300
80,192,std::sort,5103800
90,192,own sorting network,33098111400
90,192,openmp sorting network,15894300
90,192,sequential sorting network,15768800
90,192,std::sort,6442600
100,192,own sorting network,40402439200
100,192,openmp sorting network,19406200
100,192,sequential sorting network,19264900
100,192,std::sort,7856200
10,200,own sorting network,766350400
10,200,openmp sorting network,371600
10,200,sequential sorting network,378300
10,200,std::sort,147400
20,200,own sorting network,2323649600
20,200,openmp sorting network,1104900
20,200,sequential sorting network,1109600
20,200,std::sort,452000
30,200,own sorting network,4613896900
30,200,openmp sorting network,2225000
30,200,sequential sorting network,2220600
30,200,std::sort,901500
40,200,own sorting network,7631848700
40,200,openmp sorting network,3671700
40,200,sequential sorting network,3713500
40,200,std::sort,1475800
50,200,own sorting network,11402502000
50,200,openmp sorting network,5583200
50,200,sequential sorting network,5560100
50,200,std::sort,2224700
60,200,own sorting network,15954735000
60,200,openmp sorting network,7787800
60,200,sequential sorting network,7763400
60,200,std::sort,3105600
70,200,own sorting network,21365530600
70,200,openmp sorting network,10466700
70,200,sequential sorting network,10413800
70,200,std::sort,4175900
80,200,own sorting network,27501783400
80,200,openmp sorting network,13442100
80,200,sequential sorting network,13350800
80,200,std::sort,5365400
90,200,own sorting network,34433737900
90,200,openmp sorting network,16876600
90,200,sequential sorting network,16758700
90,200,std::sort,6734300
100,200,own sorting network,42185929000
100,200,openmp sorting network,20585600
100,200,sequential sorting network,20468700
100,200,std::sort,8254100
10,208,own sorting network,786813300
10,208,openmp sorting network,389200
10,208,sequential sorting network,384200
10,208,std::sort,154300
20,208,own sorting network,2383436300
20,208,openmp sorting network,1149100
20,208,sequential sorting network,1141600
20,208,std::sort,475400
30,208,own sorting network,4769435600
30,208,openmp sorting network,2715900
30,208,sequential sorting network,4176700
30,208,std::sort,1143600
40,208,own sorting network,7939436200
40,208,openmp sorting network,4411900
40,208,sequential sorting network,5730300
40,208,std::sort,1760700
50,208,own sorting network,11883103200
50,208,openmp sorting network,6330800
50,208,sequential sorting network,7671200
50,208,std::sort,2541600
60,208,own sorting network,16642021600
60,208,openmp sorting network,8706200
60,208,sequential sorting network,10017700
60,208,std::sort,3499000
70,208,own sorting network,22261602400
70,208,openmp sorting network,11511100
70,208,sequential sorting network,12808500
70,208,std::sort,4610900
80,208,own sorting network,28722718000
80,208,openmp sorting network,14582000
80,208,sequential sorting network,15901900
80,208,std::sort,5852800
90,208,own sorting network,36024208300
90,208,openmp sorting network,18144100
90,208,sequential sorting network,19443400
90,208,std::sort,7273200
100,208,own sorting network,44143751300
100,208,openmp sorting network,22066000
100,208,sequential sorting network,23390400
100,208,std::sort,8859100
10,216,own sorting network,847013800
10,216,openmp sorting network,451800
10,216,sequential sorting network,432200
10,216,std::sort,176300
20,216,own sorting network,2549511800
20,216,openmp sorting network,1281700
20,216,sequential sorting network,1256500
20,216,std::sort,508100
30,216,own sorting network,5046636300
30,216,openmp sorting network,2478000
30,216,sequential sorting network,2454400
30,216,std::sort,999200
40,216,own sorting network,8375989800
40,216,openmp sorting network,4082200
40,216,sequential sorting network,4095100
40,216,std::sort,1709400
50,216,own sorting network,12505628600
50,216,openmp sorting network,6116300
50,216,sequential sorting network,6094500
50,216,std::sort,2562800
60,216,own sorting network,17487313200
60,216,openmp sorting network,8589000
60,216,sequential sorting network,8538700
60,216,std::sort,3563600
70,216,own sorting network,23300944300
70,216,openmp sorting network,11386800
70,216,sequential sorting network,11314600
70,216,std::sort,4694900
80,216,own sorting network,29885066300
80,216,openmp sorting network,14679700
80,216,sequential sorting network,14642000
80,216,std::sort,6012400
90,216,own sorting network,37333035100
90,216,openmp sorting network,18316500
90,216,sequential sorting network,18274000
90,216,std::sort,7477900
100,216,own sorting network,45615941800
100,216,openmp sorting network,22316700
100,216,sequential sorting network,22274900
100,216,std::sort,9122100
10,224,own sorting network,839071200
10,224,openmp sorting network,457100
10,224,sequential sorting network,426800
10,224,std::sort,172800
20,224,own sorting network,2565776100
20,224,openmp sorting network,1292300
20,224,sequential sorting network,1352200
20,224,std::sort,539000
30,224,own sorting network,5121905100
30,224,openmp sorting network,2545600
30,224,sequential sorting network,2620800
30,224,std::sort,1074100
40,224,own sorting network,8585620100
40,224,openmp sorting network,4255800
40,224,sequential sorting network,4326400
40,224,std::sort,1773600
50,224,own sorting network,13046947500
50,224,openmp sorting network,6438300
50,224,sequential sorting network,6504400
50,224,std::sort,2662200
60,224,own sorting network,18306489500
60,224,openmp sorting network,8962400
60,224,sequential sorting network,9031500
60,224,std::sort,3752500
70,224,own sorting network,24463366000
70,224,openmp sorting network,11856900
70,224,sequential sorting network,11971200
70,224,std::sort,4941500
80,224,own sorting network,31434123200
80,224,openmp sorting network,15219700
80,224,sequential sorting network,15288100
80,224,std::sort,6258300
90,224,own sorting network,39289357900
90,224,openmp sorting network,18980300
90,224,sequential sorting network,19044700
90,224,std::sort,7780300
100,224,own sorting network,48029144000
100,224,openmp sorting network,23134200
100,224,sequential sorting network,23219100
100,224,std::sort,9501900
10,232,own sorting network,889431100
10,232,openmp sorting network,445800
10,232,sequential sorting network,433500
10,232,std::sort,185800
20,232,own sorting network,2752189400
20,232,openmp sorting network,1364000
20,232,sequential sorting network,1349100
20,232,std::sort,578100
30,232,own sorting network,5487743000
30,232,openmp sorting network,2656800
30,232,sequential sorting network,2668400
30,232,std::sort,1103900
40,232,own sorting network,9136992900
40,232,openmp sorting network,4448400
40,232,sequential sorting network,4442800
40,232,std::sort,1825600
50,232,own sorting network,13640045000
50,232,openmp sorting network,6633800
50,232,sequential sorting network,6609500
50,232,std::sort,2702200
60,232,own sorting network,18972040400
60,232,openmp sorting network,9806900
60,232,sequential sorting network,9208600
60,232,std::sort,3763300
70,232,own sorting network,25210720100
70,232,openmp sorting network,12903400
70,232,sequential sorting network,12319100
70,232,std::sort,5052800
80,232,own sorting network,32338102800
80,232,openmp sorting network,16491600
80,232,sequential sorting network,15875000
80,232,std::sort,6492100
90,232,own sorting network,40384960400
90,232,openmp sorting network,20372900
90,232,sequential sorting network,19813200
90,232,std::sort,8082300
100,232,own sorting network,49324582800
100,232,openmp sorting network,24716100
100,232,sequential sorting network,24193500
100,232,std::sort,9837800
10,240,own sorting network,934226200
10,240,openmp sorting network,464400
10,240,sequential sorting network,472000
10,240,std::sort,188300
20,240,own sorting network,2792852600
20,240,openmp sorting network,1371700
20,240,sequential sorting network,1369400
20,240,std::sort,553300
30,240,own sorting network,5561967300
30,240,openmp sorting network,2721000
30,240,sequential sorting network,2725900
30,240,std::sort,1105100
40,240,own sorting network,9269563300
40,240,openmp sorting network,4520900
40,240,sequential sorting network,4555800
40,240,std::sort,1844100
50,240,own sorting network,13945653700
50,240,openmp sorting network,7019000
50,240,sequential sorting network,6858400
50,240,std::sort,2779200
60,240,own sorting network,19533859900
60,240,openmp sorting network,9718300
60,240,sequential sorting network,9545200
60,240,std::sort,3878400
70,240,own sorting network,25999055900
70,240,openmp sorting network,12874700
70,240,sequential sorting network,12721900
70,240,std::sort,5157800
80,240,own sorting network,33480353200
80,240,openmp sorting network,16574100
80,240,sequential sorting network,16452400
80,240,std::sort,6615700
90,240,own sorting network,41921627600
90,240,openmp sorting network,20873600
90,240,sequential sorting network,20700200
90,240,std::sort,8348100
100,240,own sorting network,51346923500
100,240,openmp sorting network,25395600
100,240,sequential sorting network,25351000
100,240,std::sort,10182100
10,248,own sorting network,939665900
10,248,openmp sorting network,469300
10,248,sequential sorting network,472100
10,248,std::sort,190700
20,248,own sorting network,2844257100
20,248,openmp sorting network,1445700
20,248,sequential sorting network,1427800
20,248,std::sort,587900
30,248,own sorting network,5672415700
30,248,openmp sorting network,2848700
30,248,sequential sorting network,2833000
30,248,std::sort,1153300
40,248,own sorting network,9546842700
40,248,openmp sorting network,4728600
40,248,sequential sorting network,4707400
40,248,std::sort,1913400
50,248,own sorting network,14502003300
50,248,openmp sorting network,7074500
50,248,sequential sorting network,7046100
50,248,std::sort,2898800
60,248,own sorting network,20271996700
60,248,openmp sorting network,9910000
60,248,sequential sorting network,9857700
60,248,std::sort,4034300
70,248,own sorting network,27047086800
70,248,openmp sorting network,13260800
70,248,sequential sorting network,13213400
70,248,std::sort,5393000
80,248,own sorting network,34759094500
80,248,openmp sorting network,17095500
80,248,sequential sorting network,17110600
80,248,std::sort,6952200
90,248,own sorting network,43387705500
90,248,openmp sorting network,21297200
90,248,sequential sorting network,21359700
90,248,std::sort,8664500
100,248,own sorting network,53096399300
100,248,openmp sorting network,26077600
100,248,sequential sorting network,26160200
100,248,std::sort,10580200
10,256,own sorting network,972339100
10,256,openmp sorting network,491700
10,256,sequential sorting network,652000
10,256,std::sort,199700
20,256,own sorting network,2972563400
20,256,openmp sorting network,1472300
20,256,sequential sorting network,1661400
20,256,std::sort,592600
30,256,own sorting network,5921512900
30,256,openmp sorting network,2920800
30,256,sequential sorting network,3135200
30,256,std::sort,1191100
40,256,own sorting network,9873438600
40,256,openmp sorting network,4854400
40,256,sequential sorting network,5260800
40,256,std::sort,1980000
50,256,own sorting network,14878168300
50,256,openmp sorting network,7351000
50,256,sequential sorting network,7758500
50,256,std::sort,2990900
60,256,own sorting network,20801236300
60,256,openmp sorting network,10248600
60,256,sequential sorting network,10787500
60,256,std::sort,4172700
70,256,own sorting network,27832109400
70,256,openmp sorting network,13732400
70,256,sequential sorting network,14301400
70,256,std::sort,5605200
80,256,own sorting network,35845961100
80,256,openmp sorting network,17744800
80,256,sequential sorting network,18408100
80,256,std::sort,7220000
90,256,own sorting network,44828445700
90,256,openmp sorting network,22299200
90,256,sequential sorting network,22966100
90,256,std::sort,9053300
100,256,own sorting network,54785142400
100,256,openmp sorting network,27228600
100,256,sequential sorting network,27952800
100,256,std::sort,11022300
10,8,own sorting network,5214700
10,8,openmp sorting network,4000
10,8,sequential sorting network,4500
10,8,std::sort,3100
20,8,own sorting network,15846500
20,8,openmp sorting network,11900
20,8,sequential sorting network,12100
20,8,std::sort,8700
30,8,own sorting network,31872000
30,8,openmp sorting network,22900
30,8,sequential sorting network,22800
30,8,std::sort,16600
40,8,own sorting network,53264900
40,8,openmp sorting network,37500
40,8,sequential sorting network,37000
40,8,std::sort,26800
50,8,own sorting network,79845500
50,8,openmp sorting network,55700
50,8,sequential sorting network,53900
50,8,std::sort,40000
60,8,own sorting network,111829300
60,8,openmp sorting network,77400
60,8,sequential sorting network,75000
60,8,std::sort,55100
70,8,own sorting network,148099100
70,8,openmp sorting network,101700
70,8,sequential sorting network,99700
70,8,std::sort,72100
80,8,own sorting network,191329500
80,8,openmp sorting network,130200
80,8,sequential sorting network,127900
80,8,std::sort,102500
90,8,own sorting network,240665900
90,8,openmp sorting network,161000
90,8,sequential sorting network,166700
90,8,std::sort,124300
100,8,own sorting network,293605400
100,8,openmp sorting network,195500
100,8,sequential sorting network,202300
100,8,std::sort,149600
10,16,own sorting network,17427700
10,16,openmp sorting network,12000
10,16,sequential sorting network,11800
10,16,std::sort,6500
20,16,own sorting network,52693800
20,16,openmp sorting network,34000
20,16,sequential sorting network,34000
20,16,std::sort,19400
30,16,own sorting network,105152300
30,16,openmp sorting network,66500
30,16,sequential sorting network,67300
30,16,std::sort,38200
40,16,own sorting network,174159200
40,16,openmp sorting network,108600
40,16,sequential sorting network,108800
40,16,std::sort,61400
50,16,own sorting network,258959600
50,16,openmp sorting network,160000
50,16,sequential sorting network,160600
50,16,std::sort,89900
60,16,own sorting network,363341500
60,16,openmp sorting network,222300
60,16,sequential sorting network,222100
60,16,std::sort,124800
70,16,own sorting network,487047600
70,16,openmp sorting network,291800
70,16,sequential sorting network,291700
70,16,std::sort,165400
80,16,own sorting network,622945500
80,16,openmp sorting network,372700
80,16,sequential sorting network,372600
80,16,std::sort,211200
90,16,own sorting network,780202600
90,16,openmp sorting network,464200
90,16,sequential sorting network,464700
90,16,std::sort,263500
100,16,own sorting network,957883600
100,16,openmp sorting network,566000
100,16,sequential sorting network,568500
100,16,std::sort,321600
10,24,own sorting network,38937700
10,24,openmp sorting network,22400
10,24,sequential sorting network,21000
10,24,std::sort,12400
20,24,own sorting network,117621400
20,24,openmp sorting network,65000
20,24,sequential sorting network,62800
20,24,std::sort,37300
30,24,own sorting network,235571600
30,24,openmp sorting network,126700
30,24,sequential sorting network,124200
30,24,std::sort,72700
40,24,own sorting network,391712900
40,24,openmp sorting network,232900
40,24,sequential sorting network,205000
40,24,std::sort,118800
50,24,own sorting network,591104700
50,24,openmp sorting network,333400
50,24,sequential sorting network,313000
50,24,std::sort,176300
60,24,own sorting network,827431200
60,24,openmp sorting network,454500
60,24,sequential sorting network,446400
60,24,std::sort,245800
70,24,own sorting network,1097848300
70,24,openmp sorting network,599700
70,24,sequential sorting network,580700
70,24,std::sort,323600
80,24,own sorting network,1400573400
80,24,openmp sorting network,757800
80,24,sequential sorting network,738400
80,24,std::sort,416000
90,24,own sorting network,1752635000
90,24,openmp sorting network,939100
90,24,sequential sorting network,920300
90,24,std::sort,521400
100,24,own sorting network,2144216000
100,24,openmp sorting network,1136700
100,24,sequential sorting network,1117800
100,24,std::sort,635700
10,32,own sorting network,48475500
10,32,openmp sorting network,30500
10,32,sequential sorting network,29900
10,32,std::sort,18400
20,32,own sorting network,153260900
20,32,openmp sorting network,88900
20,32,sequential sorting network,89600
20,32,std::sort,53100
30,32,own sorting network,309694700
30,32,openmp sorting network,175400
30,32,sequential sorting network,175400
30,32,std::sort,103900
40,32,own sorting network,527239000
40,32,openmp sorting network,294100
40,32,sequential sorting network,295800
40,32,std::sort,174300
50,32,own sorting network,794173500
50,32,openmp sorting network,437100
50,32,sequential sorting network,439100
50,32,std::sort,267300
60,32,own sorting network,1103295000
60,32,openmp sorting network,622100
60,32,sequential sorting network,609400
60,32,std::sort,366300
70,32,own sorting network,1466921600
70,32,openmp sorting network,820600
70,32,sequential sorting network,806300
70,32,std::sort,482300
80,32,own sorting network,1876091400
80,32,openmp sorting network,1039000
80,32,sequential sorting network,1025200
80,32,std::sort,611200
90,32,own sorting network,2334887700
90,32,openmp sorting network,1289100
90,32,sequential sorting network,1275800
90,32,std::sort,759100
100,32,own sorting network,2842699000
100,32,openmp sorting network,1570100
100,32,sequential sorting network,1556600
100,32,std::sort,921900
10,40,own sorting network,89294600
10,40,openmp sorting network,47800
10,40,sequential sorting network,45200
10,40,std::sort,22700
20,40,own sorting network,266333500
20,40,openmp sorting network,148200
20,40,sequential sorting network,132500
20,40,std::sort,66400
30,40,own sorting network,535855300
30,40,openmp sorting network,284000
30,40,sequential sorting network,263800
30,40,std::sort,132600
40,40,own sorting network,896489700
40,40,openmp sorting network,467900
40,40,sequential sorting network,437400
40,40,std::sort,220400
50,40,own sorting network,1347527500
50,40,openmp sorting network,693000
50,40,sequential sorting network,656900
50,40,std::sort,326900
60,40,own sorting network,1914280000
60,40,openmp sorting network,973100
60,40,sequential sorting network,932600
60,40,std::sort,466700
70,40,own sorting network,2585850600
70,40,openmp sorting network,1286400
70,40,sequential sorting network,1234200
70,40,std::sort,619700
80,40,own sorting network,3319819400
80,40,openmp sorting network,1635600
80,40,sequential sorting network,1589300
80,40,std::sort,806500
90,40,own sorting network,4122974800
90,40,openmp sorting network,2016200
90,40,sequential sorting network,1975000
90,40,std::sort,997500
100,40,own sorting network,5013599800
100,40,openmp sorting network,2438400
100,40,sequential sorting network,2400600
100,40,std::sort,1210500
10,48,own sorting network,105207700
10,48,openmp sorting network,58900
10,48,sequential sorting network,57300
10,48,std::sort,28300
20,48,own sorting network,320800200
20,48,openmp sorting network,170300
20,48,sequential sorting network,167400
20,48,std::sort,83900
30,48,own sorting network,652951900
30,48,openmp sorting network,339700
30,48,sequential sorting network,342300
30,48,std::sort,170200
40,48,own sorting network,1097137300
40,48,openmp sorting network,566400
40,48,sequential sorting network,577300
40,48,std::sort,280800
50,48,own sorting network,1629586400
50,48,openmp sorting network,837900
50,48,sequential sorting network,854000
50,48,std::sort,418400
60,48,own sorting network,2268162700
60,48,openmp sorting network,1154600
60,48,sequential sorting network,1178200
60,48,std::sort,576700
70,48,own sorting network,3024295600
70,48,openmp sorting network,1533400
70,48,sequential sorting network,1566200
70,48,std::sort,766600
80,48,own sorting network,3873317900
80,48,openmp sorting network,1969100
80,48,sequential sorting network,1991300
80,48,std::sort,996700
90,48,own sorting network,4834171200
90,48,openmp sorting network,2437300
90,48,sequential sorting network,2466300
90,48,std::sort,1235300
100,48,own sorting network,5899575400
100,48,openmp sorting network,2981300
100,48,sequential sorting network,3007600
100,48,std::sort,1505400
10,56,own sorting network,125208500
10,56,openmp sorting network,72300
10,56,sequential sorting network,70000
10,56,std::sort,34100
20,56,own sorting network,376502500
20,56,openmp sorting network,238200
20,56,sequential sorting network,200400
20,56,std::sort,100300
30,56,own sorting network,757637900
30,56,openmp sorting network,436300
30,56,sequential sorting network,395800
30,56,std::sort,200200
40,56,own sorting network,1273163100
40,56,openmp sorting network,696200
40,56,sequential sorting network,662000
40,56,std::sort,333000
50,56,own sorting network,1916620900
50,56,openmp sorting network,1027800
50,56,sequential sorting network,994700
50,56,std::sort,497800
60,56,own sorting network,2686063500
60,56,openmp sorting network,1418200
60,56,sequential sorting network,1388600
60,56,std::sort,696300
70,56,own sorting network,3578867400
70,56,openmp sorting network,1872700
70,56,sequential sorting network,1849500
70,56,std::sort,926800
80,56,own sorting network,4591908100
80,56,openmp sorting network,2395000
80,56,sequential sorting network,2371500
80,56,std::sort,1188200
90,56,own sorting network,5728882600
90,56,openmp sorting network,3020300
90,56,sequential sorting network,2958600
90,56,std::sort,1483300
100,56,own sorting network,6982988200
100,56,openmp sorting network,3676600
100,56,sequential sorting network,3611800
100,56,std::sort,1810000
10,64,own sorting network,136864300
10,64,openmp sorting network,89500
10,64,sequential sorting network,79500
10,64,std::sort,38500
20,64,own sorting network,421137000
20,64,openmp sorting network,244700
20,64,sequential sorting network,242300
20,64,std::sort,115000
30,64,own sorting network,847773800
30,64,openmp sorting network,473300
30,64,sequential sorting network,467600
30,64,std::sort,229000
40,64,own sorting network,1419491000
40,64,openmp sorting network,775400
40,64,sequential sorting network,765000
40,64,std::sort,380900
50,64,own sorting network,2133884400
50,64,openmp sorting network,1159700
50,64,sequential sorting network,1157000
50,64,std::sort,575000
60,64,own sorting network,3003142200
60,64,openmp sorting network,1647800
60,64,sequential sorting network,1650700
60,64,std::sort,820000
70,64,own sorting network,4021571000
70,64,openmp sorting network,2182100
70,64,sequential sorting network,2193800
70,64,std::sort,1090300
80,64,own sorting network,5166382300
80,64,openmp sorting network,2803000
80,64,sequential sorting network,2860800
